"","Wlambda1.unity","Wlambda2.unity","Wlambda3.unity","Wnu1.unity","Wnu2.unity","Wgamma1.unity","Wgamma2.unity","Wgamma3.unity","Weta1.unity","Weta2.unity","Weta3.unity","WT.unity","WA.unity","WV.unity","WK.unity","WG.unity","WD.unity","BCUTw.1l","BCUTw.1h","BCUTc.1l","BCUTc.1h","BCUTp.1l","BCUTp.1h","XLogP","MW","LipinskiFailures","nRotB","MLogP","nAtomLAC","nAtomP","nAtomLC","nB","nBase","nAtom","nAromBond","naAromAtom","ALogP","ALogp2","AMR","nAcid","nSmallRings","nAromRings","nRingBlocks","nAromBlocks","nRings3","nRings4","nRings5","nRings6","nRings7","nRings8","nRings9","tpsaEfficiency","Zagreb","WPATH","WPOL","WTPT.1","WTPT.2","WTPT.3","WTPT.4","WTPT.5","VAdjMat","VABC","TopoPSA","topoShape","geomShape","PetitjeanNumber","MDEC.11","MDEC.12","MDEC.13","MDEC.14","MDEC.22","MDEC.23","MDEC.24","MDEC.33","MDEC.34","MDEC.44","MDEO.11","MDEO.12","MDEO.22","MDEN.11","MDEN.12","MDEN.13","MDEN.22","MDEN.23","MDEN.33","khs.sLi","khs.ssBe","khs.ssssBe","khs.ssBH","khs.sssB","khs.ssssB","khs.sCH3","khs.dCH2","khs.ssCH2","khs.tCH","khs.dsCH","khs.aaCH","khs.sssCH","khs.ddC","khs.tsC","khs.dssC","khs.aasC","khs.aaaC","khs.ssssC","khs.sNH3","khs.sNH2","khs.ssNH2","khs.dNH","khs.ssNH","khs.aaNH","khs.tN","khs.sssNH","khs.dsN","khs.aaN","khs.sssN","khs.ddsN","khs.aasN","khs.ssssN","khs.sOH","khs.dO","khs.ssO","khs.aaO","khs.sF","khs.sSiH3","khs.ssSiH2","khs.sssSiH","khs.ssssSi","khs.sPH2","khs.ssPH","khs.sssP","khs.dsssP","khs.sssssP","khs.sSH","khs.dS","khs.ssS","khs.aaS","khs.dssS","khs.ddssS","khs.sCl","khs.sGeH3","khs.ssGeH2","khs.sssGeH","khs.ssssGe","khs.sAsH2","khs.ssAsH","khs.sssAs","khs.sssdAs","khs.sssssAs","khs.sSeH","khs.dSe","khs.ssSe","khs.aaSe","khs.dssSe","khs.ddssSe","khs.sBr","khs.sSnH3","khs.ssSnH2","khs.sssSnH","khs.ssssSn","khs.sI","khs.sPbH3","khs.ssPbH2","khs.sssPbH","khs.ssssPb","Kier1","Kier2","Kier3","HybRatio","fragC","FMF","ECCEN","SP.0","SP.1","SP.2","SP.3","SP.4","SP.5","SP.6","SP.7","VP.0","VP.1","VP.2","VP.3","VP.4","VP.5","VP.6","VP.7","SPC.4","SPC.5","SPC.6","VPC.4","VPC.5","VPC.6","SC.3","SC.4","SC.5","SC.6","VC.3","VC.4","VC.5","VC.6","SCH.3","SCH.4","SCH.5","SCH.6","SCH.7","VCH.3","VCH.4","VCH.5","VCH.6","VCH.7","C1SP1","C2SP1","C1SP2","C2SP2","C3SP2","C1SP3","C2SP3","C3SP3","C4SP3","ATSp1","ATSp2","ATSp3","ATSp4","ATSp5","ATSm1","ATSm2","ATSm3","ATSm4","ATSm5","ATSc1","ATSc2","ATSc3","ATSc4","ATSc5","nHBDon","nHBAcc","PPSA.1","PPSA.2","PPSA.3","PNSA.1","PNSA.2","PNSA.3","DPSA.1","DPSA.2","DPSA.3","FPSA.1","FPSA.2","FPSA.3","FNSA.1","FNSA.2","FNSA.3","WPSA.1","WPSA.2","WPSA.3","WNSA.1","WNSA.2","WNSA.3","RPCG","RNCG","RPCS","RNCS","THSA","TPSA","RHSA","RPSA","bpol","apol","MOMI.X","MOMI.Y","MOMI.Z","MOMI.XY","MOMI.XZ","MOMI.YZ","MOMI.R","LOBMAX","LOBMIN","GRAV.1","GRAV.2","GRAV.3","GRAVH.1","GRAVH.2","GRAVH.3","GRAV.4","GRAV.5","GRAV.6","data[i, 1]"
"Cc1nnc(s1)NS(=O)(=O)c2ccc(cc2)N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.9934509245108,31.9730725991553,-0.337091822142427,0.246670893831567,5.73229520123741,11.6670351608544,1.408,270.02451764,0,3,1.57,0,16,11,18,0,27,11,11,0.6116,0.37405456,67.1247,0,2,2,2,2,0,0,1,1,0,0,0,0.498436220445127,88,535,22,33.7880897541436,1.98753469142021,22.9345117148809,4.9693460587763,11.4999872648604,5.16992500144231,203.110651776989,134.59,1,NA,0.5,0,0.534522483824849,1.12119522033829,0,3.30192724889463,5.7986590388321,0,1.48674775909844,0,0,0.5,0,0,0,0.39685026299205,0,1.65096362444731,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,4,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.4320987654321,5.32544378698225,3.48444444444444,0.111111111111111,512.08,0.764705882352941,267,12.4662553262509,7.97116367774211,7.93375066869262,5.73921808617726,4.46259098966397,3.02419133160528,2.06708455041874,1.07592670511607,9.93441005062947,5.84367866055829,4.90222475242915,3.04849059474261,2.0594119916075,1.19620044394395,0.655079925909358,0.314866115422385,3.16357619019724,4.47376236557944,4.9707667533535,1.12717377594614,1.3419347347659,1.2443572432807,1.97628879737091,0.204124145231932,0.348461712529338,0.102062072615966,0.835935598280491,0.0254995858900877,0.0586403733153841,0.00849986196336256,0,0,0.117851130197758,0.284517796864425,0.25,0,0,0.0612372435695795,0.119633643132147,0.082394145413901,0,0,1,6,0,1,0,0,0,1393.49107664968,1598.43101682319,2208.48434706496,1861.03206840079,1556.46665263478,32.2443653530878,31.2603178219839,42.9221547155768,36.9304024817326,34.5018105565513,0.277911418561783,-0.135120840284005,0.0656239940329961,-0.0991633069877284,0.0387661101970162,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.00807,34.31193,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"VACCAVUAMIDAGB-UHFFFAOYSA-N"
"Cc1cc(no1)NS(=O)(=O)c2ccc(cc2)N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.9934268220892,31.9720718567196,-0.337092875511474,0.246270799050093,5.60015089586826,11.3958352368509,1.181,253.0521123,0,3,1.79,0,16,11,18,0,28,11,11,1.1978,1.43472484,62.511,0,2,2,2,2,0,0,1,1,0,0,0,0.421257104045126,88,535,22,33.7880897541436,1.98753469142021,19.9386793824129,7.93594877067449,8.53338455296216,5.16992500144231,199.69107883765,106.6,1,NA,0.5,0,0.869938986744092,1.12119522033829,0,3.53952919598311,7.51688950507784,0,1.48674775909844,0,0,0.5,0.4,0,0,0.288675134594813,0,0.5,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,0,4,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.4320987654321,5.32544378698225,3.48444444444444,0.1,569.07,0.764705882352941,267,12.4662553262509,7.97116367774211,7.93375066869262,5.73921808617726,4.46259098966397,3.02419133160528,2.06708455041874,1.07592670511607,9.24805014339141,5.15937559167334,3.91714970111037,2.39931632901388,1.50355521647698,0.888744659470387,0.470870599375452,0.207955964338515,3.16357619019724,4.47376236557944,4.9707667533535,0.864027052195194,0.951000870912641,0.880012570862199,1.97628879737091,0.204124145231932,0.348461712529338,0.102062072615966,0.607544532786164,0.0254995858900877,0.0586403733153841,0.00849986196336256,0,0,0.117851130197758,0.284517796864425,0.25,0,0,0.0263523138347365,0.0673062485298825,0.0542770654019599,0,0,1,8,0,1,0,0,0,1166.80240854933,1334.6446383756,1860.2605961971,1598.07201442825,1310.02422168886,26.5311010489023,28.2801387526202,35.9082796293551,32.6659159436258,28.8263545835891,0.291487525924852,-0.104069823401951,0.0179924379794045,-0.0592568228755219,-0.01616806186602,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.417277,33.540723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JLKIGFTWXXRPMT-UHFFFAOYSA-N"
"Cc1c(oc(n1)NS(=O)(=O)c2ccc(cc2)N)C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.89,31.9720719068138,-0.302558838081794,0.247887306083265,5.72017564269841,11.3876636845916,1.006,267.06776238,0,3,1.9,0,16,11,19,0,31,11,11,1.401,1.962801,67.022,0,2,2,2,2,0,0,1,1,0,0,0,0.399149635470878,94,625,25,35.6586233727493,1.98103463181941,19.9784433700836,7.9727332029226,8.53465211916678,5.24792751344359,216.987063463517,106.6,1,NA,0.5,0.333333333333333,1.0690449676497,3.14695837098301,0,3.30192724889463,6.11042107444429,0,2.79346109096649,0,0,0.5,0.5,0,0,0.288675134594813,0,0.5,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,5,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.409972299169,5.55102040816327,3.52617079889807,0.181818181818182,718.07,0.722222222222222,286,13.336498814254,8.38184728026507,8.4414987127614,6.31744282404911,4.73131184669417,3.23084103379176,2.32906636411609,1.17221852813096,10.1706998742018,5.57718207963056,4.25496157727973,2.77400612062305,1.56915599387392,0.952736815307282,0.52677861246536,0.23597067158953,3.84320232229926,5.10305578756368,5.81831002908203,1.13992813918952,1.10983122654376,1.04741985861224,2.15901818356713,0.204124145231932,0.515128379196005,0.102062072615966,0.684652698101335,0.0254995858900877,0.104283919774148,0.00849986196336256,0,0,0.0962250448649376,0.343824804807186,0.391328499224881,0,0,0.0228217732293819,0.0848322108512326,0.0856641270624993,0,0,0,8,0,2,0,0,0,1249.17164080597,1432.86951233146,2022.92120250099,1773.61600402707,1418.68228140228,27.5311010489023,29.2249510658665,38.5169289131753,36.4973425039714,30.3227683636196,0.394153568404369,-0.255409950127727,0.150890805550052,-0.212128440592651,0.197246083323153,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.923691,36.634309,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"CYFLXLSBHQBMFT-UHFFFAOYSA-N"
"c1ccnc(c1)NS(=O)(=O)c2ccc(cc2)N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.993405760943,31.9720718441803,-0.337093874544988,0.246204650764106,5.71860310471342,11.4484921151409,1.374,249.05719768,0,3,2.01,0,17,11,18,0,28,12,12,1.1454,1.31194116,63.6879,0,2,2,2,2,0,0,0,2,0,0,0,0.375255165763495,86,536,23,34.0184090091218,2.00108288288952,17.0213217468341,4.97380913059661,8.57370348564092,5.16992500144231,205.560378062156,93.46,1,NA,0.5,0,0,0,0,7.77609614480955,8.14082090066323,0,0.7937005259841,0,0,0.5,0,0,0,0.288675134594813,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.4320987654321,5.76,3.72889417360285,0,569.06,0.823529411764706,268,12.3031186194344,8.07731682762475,7.65353686455439,5.66054646021606,4.34350148394078,3.31189148027106,2.04000288017877,1.00889193518196,9.07185266049642,5.2422010157587,3.80932502745339,2.43624355543664,1.5183088945015,0.985546664014172,0.474933909556952,0.215586431544684,2.81927181539829,3.95393615098837,4.81814006787629,0.768305283623703,0.844963334825694,0.859645161874335,1.6876136627761,0.204124145231932,0.348461712529338,0.102062072615966,0.489693402588406,0.0254995858900877,0.0586403733153841,0.00849986196336256,0,0,0,0.185395405949299,0.197168783648703,0,0,0,0.0526229775277754,0.0454598312792136,0,0,2,9,0,0,0,0,0,1218.37906052303,1383.95734557953,1887.60302671201,1723.44985397798,1370.90709449635,25.7566320133613,27.5607671116014,33.9120036979574,33.2786362797396,27.9397403364898,0.269857814616931,-0.157899446219933,0.0838563095040229,-0.0990394077796738,0.0855687309444622,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.821277,34.498723,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GECHUMIMRBOMGK-UHFFFAOYSA-N"
"c1cc(ccc1N)S(=O)(=O)N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.999,31.9727448441469,-0.302495150013961,0.263154399646196,5.67727641988247,10.701129002531,-0.336,172.03064856,0,1,1.57,0,11,7,11,0,19,6,6,-0.00419999999999993,1.76399999999994e-05,41.3163,0,1,1,1,1,0,0,0,1,0,0,0,0.54966949663635,54,152,13,21.156620012669,1.92332909206082,12.8780061246539,4.74758160794777,4.88284290875832,4.4594316186373,139.249529527856,94.56,1,NA,0.5,0,0,0,0,3.30192724889463,5.65685424949238,0,0.333333333333333,0,0,0.5,0,0,0.166666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.09090909090909,3.1640625,2.5,0,251.05,0.545454545454545,99,8.48312766312544,4.99901856563989,5.32282108274491,3.24060018943709,2.12610505917028,1.52022005725994,1.10355339059327,0.25,5.89258825742759,3.26905778965448,2.50366939483409,1.44050519170297,0.786124729043839,0.482169834333934,0.230238319050422,0.0473900232962608,2.2701300089796,2.45670587148348,2.4903032212794,0.596510091888923,0.508846501959435,0.442092000231549,1.79903810567666,0.288675134594813,0.433012701892219,0.144337567297406,0.452358772119567,0.0294443855557322,0.0650822041942713,0.00981479518524407,0,0,0,0.0833333333333333,0.125,0,0,0,0.0277777777777778,0.0330372314042147,0,0,0,6,0,0,0,0,0,723.587321582031,794.38035796875,1072.12112620215,836.335736226563,468.567495351563,19.3966517120849,20.0622213120601,22.3836923925866,18.332666050358,11.4966989126246,0.184793495412326,-0.0848761524707074,0.00910438341120305,0.0017580693154024,-0.00305717415781387,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.901656,22.598344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FDDDEECHVMSUSB-UHFFFAOYSA-N"
"NC1=CC=C(C=C1)S(=O)(=O)NC1=NC=CS1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.9979980746691,31.9737898201483,-0.302513861419711,0.246750052088556,5.73649093924598,11.6485784278565,-0.456,255.0136186,0,3,1.68,4,15,10,17,0,25,11,11,0.7993,0.63888049,63.3415,0,2,2,2,2,0,0,1,1,0,0,0,0.477229414915647,82,448,20,31.9054734562842,1.99409209101776,19.9438568381933,4.96644343495925,8.51538332606979,5.08746284125034,192.113891568823,121.7,0.8,NA,0.444444444444444,0,0,0,0,4.35984732841629,6.79772543451553,0,0.7937005259841,0,0,0.5,0,0,0,0.288675134594813,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12.4567474048443,5.10416666666667,3.25,0,436.07,0.8125,233,11.5960118382478,7.57731682762476,7.29998347396112,5.41054646021606,4.16672478864414,2.69951904457526,1.89566531288136,0.936723151533255,9.14189699350876,5.60633843137956,4.3261703468136,2.88918912900711,1.93890044760421,1.04395691554684,0.585287252909272,0.288846813160789,2.81927181539829,3.95393615098837,4.52946493328148,0.89617996918138,1.0837545840204,1.06219675843059,1.6876136627761,0.204124145231932,0.348461712529338,0.102062072615966,0.562074319527908,0.0254995858900877,0.0586403733153841,0.00849986196336256,0,0,0.144337567297406,0.185395405949299,0.176031036307983,0,0,0.0912870929175277,0.0734213242365416,0.0609706282022977,0,0,2,6,0,0,0,0,0,1318.87773402171,1504.78021622105,2056.23453579065,1707.25375052637,1453.68597130444,30.8843850518113,29.9003375207074,38.4763355781938,34.5704221804562,32.8919585569017,0.282479508316573,-0.177246308996454,0.111579118651885,-0.137291259996185,0.128654418517283,2,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19.914863,32.545137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"JNMRHUJNCSQMMB-UHFFFAOYSA-N"
"c1cc(ccc1N)S(=O)(=O)c2ccc(cc2)N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.9933872192717,31.97207183859,-0.337100878960585,0.206717211460584,5.73847710759729,11.7693066459591,0.861,248.06194872,0,2,2.23,0,17,11,18,0,29,12,12,1.5216,2.31526656,67.7317,0,2,2,2,2,0,0,0,2,0,0,0,0.381195102626298,88,516,26,33.8745366779319,1.99261980458423,13.5221851751348,4.99516321589555,5.03185874334374,5.16992500144231,211.859602479856,94.56,1,NA,0.5,0,0,0,0,8.69190191757046,12.3619978108598,0,1.53261886478711,0,0,0.5,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.4320987654321,5.32544378698225,3.0625,0,628.05,0.764705882352941,262,12.4662553262509,7.99803713127978,7.73495856296685,6.13610831873748,4.34152651581761,3.37096139170746,2.4054362343181,1.08662408463393,9.20198933418609,5.33176253330747,4.12801557156902,2.82634963583333,1.74468774788322,1.18411555445115,0.628032826839802,0.293517000825697,3.72806742975767,4.81010870811152,5.9659916914911,1.13261067161127,1.24893544639458,1.35154500270707,1.7767090063074,0.166666666666667,0.622008467928146,0.166666666666667,0.623367068576904,0.0254995858900877,0.117280746630768,0.0169997239267251,0,0,0,0.166666666666667,0.25,0,0,0,0.0555555555555556,0.0660744628084295,0,0,0,12,0,0,0,0,0,1333.55056776676,1542.656008558,2164.10146713177,2088.74857419617,1553.00873476721,25.3966517120849,26.7847331787714,35.4467054950049,36.0006043679942,26.3286700925274,0.185845871499179,-0.0587046750419638,-0.00752085241668208,0.00279146621273926,-0.00862005174602085,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.274484,35.825516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MQJKPEGWNLWLTK-UHFFFAOYSA-N"
"COc1cnc(nc1)NS(=O)(=O)c2ccc(cc2)N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.9934056782943,31.9720719626277,-0.345629037684915,0.247441008484474,4.69547275705155,11.4239805470288,0.248,280.06301134,0,4,1.79,0,18,13,20,0,31,12,12,0.6102,0.37234404,68.5297,0,2,2,2,2,0,0,0,2,0,0,0,0.412692841682276,96,758,27,37.8974713666955,1.99460375614187,22.9087110289432,7.75762698324307,11.6732817601132,5.32192809488736,225.347364970884,115.58,1,NA,0.5,0,0.928317766722556,0.734411253978719,0,4.16296361586955,8.26698675134809,0,1.32180215216673,0,0,0.5,0.285714285714286,0,0,0.412740906111828,0,1.5,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,4,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.39,6.63520408163265,4.23140495867769,0.0909090909090909,682.08,0.736842105263158,354,13.880468888624,9.00916848020289,8.4445006562125,6.47947835320288,4.79609428420303,3.7046107226392,2.46104067487226,1.34171576269787,10.272614008081,5.62505427354644,4.04084477644585,2.61529231944843,1.53944331864961,0.987698944974586,0.508996834911246,0.237348544929575,3.31207109522503,4.47388254630055,5.38450964185207,0.871499869454776,0.897392022347054,0.874495593296014,1.89173780800803,0.204124145231932,0.348461712529338,0.102062072615966,0.543185061895593,0.0254995858900877,0.0586403733153841,0.00849986196336256,0,0,0,0.166666666666667,0.242851130197758,0,0,0,0.0444444444444444,0.0481747029119458,0,0,2,7,0,0,0,0,0,1280.8977798445,1458.77988073308,2007.7016729576,1878.00352933856,1495.12478777868,28.8910813501788,30.5573149322274,38.129966321595,38.9954114735224,32.2131173530318,0.514796582733958,-0.325572817157186,0.10900465299884,-0.0343337367810426,0.041027582203887,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.150484,37.067516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"GPTONYMQFTZPKC-UHFFFAOYSA-N"
"OC(=O)C1=CN(C2CC2)C2=C(C=C(F)C(=C2)N2CCNCC2)C1=O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.9884512593346,18.9984072850883,-0.365206211380759,0.295663509363088,4.51427811131515,11.0440927970327,1.809,331.1332198,0,3,2.56,7,15,12,27,1,42,11,10,1.1076,1.22677776,79.59,1,4,2,3,1,1,0,0,3,0,0,0,0.225196372762114,134,1234,43,49.0160844943023,2.04233685392926,19.9683362645825,7.43429598348229,9.94567179964729,5.75488750216347,291.872129909024,72.88,0.833333333333333,NA,0.454545454545455,0,0,0,0,9.003212111259,19.7093426606344,0,10.7566657909735,0,0,0.944940787421155,0,0,0,0,0,0,0.436435780471985,0.25,0,0,0,0,0,0,0,0,5,0,0,3,1,0,0,1,3,2,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.4156378600823,6.9575,3.36,0.411764705882353,1473.07,0.791666666666667,440,16.8445705037617,11.5585506480638,10.8423174311674,8.96455916646297,7.6872015308356,6.43829766035596,4.762311493932,3.61327688900399,13.0881436043146,8.13388326683475,6.37331203402657,4.44043522613782,3.23932197418261,2.33060433376448,1.37701372575834,0.893927188164742,4.43590774616144,7.22224284235362,11.0187157753601,1.57964424578089,2.18261622986164,2.79169792174371,1.77523283423183,0,0.636636523215635,0,0.740104510495295,0,0.16641797851377,0,0.288675134594813,0.166666666666667,0,0.394616868377683,0.727768904528758,0.288675134594813,0.129099444873581,0,0.199682923848414,0.275574622976583,0,0,2,6,2,4,3,0,0,1669.8270654442,2047.94032769122,2875.47927999936,3200.0736425191,2880.05582985913,28.9053921494949,29.9075165083664,42.0944084321064,49.0220271597044,49.7233573177304,0.617777436374375,-0.244459374928108,-0.0871583902743875,-0.1556279058182,0.276915365956884,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27.416726,48.185274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"MYSWGUAQZAJSOK-UHFFFAOYSA-N"
"CN1C[C@@H]2C[C@H]1CN2C3=C(C=C4C(=C3)N(C=C(C4=O)C(=O)O)C5CC5)F",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.9973826029804,19.0001360770693,-0.327699899841484,0.295574753681722,4.51659229030818,11.1181494764707,2.27,357.14886988,0,3,2.78,7,15,13,30,1,46,11,10,1.1041,1.21903681,85.2428,1,6,2,3,1,1,0,2,3,0,0,0,0.184180899192266,154,1537,46,53.5284478938012,2.05878645745389,20.3113035721383,7.43507155469535,10.2830784531046,5.90689059560852,314.107640459957,64.09,1,NA,0.5,0,1.4927753288937,1.60201351795548,0,6.56171924053953,23.0524907392764,0,13.5745051548288,0,0,0.944940787421155,0,0,0,0,0,0,0,0.685006710594441,0,0,0,0,0,0,1,0,4,0,0,3,3,0,0,1,3,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.0555555555556,6.51878678134903,2.95121407885943,0.473684210526316,1850.07,0.769230769230769,534,18.1624077489575,12.4355607457755,12.312631921484,10.5243586825578,9.19651916277169,7.54474597578299,5.85086714259938,4.29583855844919,14.4829509570073,9.02338102249794,7.77154987467138,5.80663193766669,4.47227613784478,3.11379740466567,2.00486013988787,1.19502345221572,5.76719190903678,9.28699714878062,13.8408705254859,2.57722819130515,3.61356542390742,4.45450468266125,2.31368452478197,0,0.810043208968948,0,1.16036128012005,0,0.297426070506402,0,0.288675134594813,0.166666666666667,0.192450089729875,0.747084826336831,1.42468854831963,0.288675134594813,0.129099444873581,0.149071198499986,0.460993878624854,0.705392997036554,0,0,2,6,2,2,6,0,0,1922.8350687114,2415.34978769884,3574.1962347927,3561.58757681158,3282.2712928406,30.9053921494949,33.0736984415469,49.4267722984673,52.0220271597044,52.8895392509109,0.641859326780469,-0.263543015474732,-0.0798445408539913,-0.13935852695382,0.251302304967092,1,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30.92314,53.03886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"QMLVECGLEOSESV-RYUDHWBXSA-N"
